trial_index,ch00,ch01,ch02,ch03,ch04,ch05,ch06,ch07,ch08,ch09,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63
154,-0.64502,0.64429,-0.27233,0.16182,0.652,1.20592,0.09084,-0.72966,0.88871,1.06444,-0.3359,1.41285,2.62059,0.74649,1.00657,-0.63001,-0.31929,0.83568,0.2436,-0.06595,-0.37549,1.56161,2.09677,-0.65603,-0.69246,-0.796,1.26558,-0.34711,1.18493,-1.09325,0.34666,1.73322,0.95143,0.62789,0.3686,0.21533,0.49446,-0.60951,1.32762,-0.8353,-0.52964,-1.5725,0.43962,0.26758,-0.26755,1.06044,-2.14777,0.77813,2.25431,0.55901,0.45111,-0.57267,-0.56038,-0.37014,1.99161,-0.07135,-1.24697,-1.58457,-1.54662,-0.61407,-0.01405,-0.36745,0.51872,0.32455
155,-0.47664,0.86836,0.08223,0.98564,-0.7203,0.07871,1.02272,-0.43505,0.08901,0.09357,-0.25027,0.0427,1.62801,-0.38652,0.94575,-1.23282,-0.76827,1.47781,0.25536,-0.1942,0.62163,1.65584,0.60782,0.98812,-0.53115,0.40364,0.38146,0.02202,-1.83401,-0.82425,0.69537,-0.38575,1.66083,0.21319,1.47032,0.96696,0.34914,0.47363,-0.03361,-0.8931,0.38803,-1.74226,-0.12329,1.65798,0.48696,1.7854,-1.87321,-0.03739,2.60639,0.83641,1.13892,-0.53316,-0.74467,-1.27371,0.37859,-0.35915,0.32149,-1.42349,0.29154,-0.4727,-0.01797,-0.119,1.20096,-1.00315
156,-0.62157,0.46272,0.68916,0.10947,-0.03179,0.6618,0.17263,-0.09405,-1.88071,0.59809,-1.23039,0.42358,0.88143,-0.59169,-0.83136,-0.00868,-0.50679,2.64761,0.20258,-0.72098,0.19267,1.06044,0.64589,0.24744,-0.60925,1.65156,0.21695,1.4343,-1.16323,-1.39906,0.34311,-0.18427,1.77893,-1.49139,2.13823,1.04632,-0.31967,0.1103,0.27071,-0.141,-0.0669,-2.66182,-0.23815,0.99524,-0.8961,-0.18136,-1.5099,-1.28923,1.91807,0.8319,0.66506,-0.20384,-0.05764,-0.23408,0.25569,-2.51073,-1.04403,-2.32599,-0.68899,-0.43107,0.65589,0.33342,0.86547,0.80421
157,-1.40986,-0.10575,0.14378,-0.91813,1.01652,0.14394,0.90218,0.39214,0.43247,1.70033,-0.44194,-0.4887,1.23845,-0.11733,0.41736,-0.30697,0.19562,1.10834,1.27885,-1.15476,1.73003,1.4158,-0.15883,-0.34659,0.76054,0.18348,-0.48806,0.45317,-0.29096,-0.77136,2.35657,-0.52753,1.68448,-1.95205,0.75256,0.21823,-0.1943,0.55972,-0.28969,0.9044,0.28641,-2.20378,0.55694,1.44675,-1.16875,-0.24903,1.12455,-1.80946,1.83923,-0.11321,1.18638,-0.44183,0.73323,0.64105,0.53794,-2.2827,-0.14517,0.9891,0.27065,-0.33895,1.7697,0.34345,1.10482,-0.92758
158,-1.29782,1.28118,0.80129,-0.92479,0.38048,0.19757,0.88119,0.19115,-0.1259,1.9874,-1.42993,0.10825,1.05495,-1.54651,-0.21912,0.69672,0.6696,0.56572,1.7597,-1.77635,0.09244,2.60238,1.81854,-0.32587,0.89403,-0.52209,-0.96284,0.43366,-0.94292,0.82601,1.18091,-1.2832,2.62581,1.49187,1.67485,1.77868,-0.6409,1.96551,0.22956,0.48337,0.10711,-1.66501,0.23077,0.28131,-1.11503,1.24303,-0.10306,-1.99536,1.88081,-0.31393,-0.41203,0.99114,1.10624,0.97049,1.37723,-1.2492,0.34085,0.59223,-0.11222,-0.21468,0.03309,0.01814,0.81503,0.35921
159,-0.05549,1.56464,0.86181,-0.06299,0.81349,1.66421,0.98512,-0.69477,0.29558,2.20251,0.0639,-1.10729,1.57966,0.44743,0.52104,0.16563,1.3049,-0.33516,0.20994,-0.23829,-0.50579,2.78623,1.54123,0.40305,1.27111,-1.50119,0.48509,-1.15862,-0.66823,0.51236,-0.08674,-0.61503,1.89385,0.79332,0.25473,0.83276,0.92748,2.05076,-0.80699,0.55648,-0.18777,-0.2232,-0.4091,0.01279,0.17679,-0.85459,1.23017,-0.74792,2.30351,0.55174,-1.47017,0.96975,-0.90495,1.1997,-0.28189,-0.30664,1.03316,1.41097,0.97491,-1.2915,0.18873,0.59107,-0.37746,-0.44256
160,-0.33383,1.44886,1.46484,-0.10242,0.00479,1.33666,1.25786,-0.4011,-0.26593,1.03326,-0.37966,-0.79506,0.94433,0.06295,0.32043,-0.17909,-0.33221,-0.35776,-0.31459,-0.29504,-0.29022,2.96936,1.55384,-0.75423,0.40803,-0.28148,0.56936,-1.26671,0.3968,-0.11294,-0.04221,-0.02561,2.99376,0.70602,0.58818,-0.03943,-0.0172,1.34234,-1.50243,0.13866,-0.23083,-0.89866,0.64289,-1.14938,1.36204,-0.77771,0.44892,-0.19358,1.49518,-0.33616,-0.4038,0.68561,-0.32745,0.92647,1.5964,-0.75963,1.6298,-0.512,0.06356,1.7633,-0.27508,1.332,-0.1758,-0.00834
161,-0.86141,0.46245,0.15104,-1.69213,-1.08863,-0.00275,0.66776,-1.80795,0.21873,0.44214,-0.77908,-0.55986,0.9955,1.37557,-0.79437,-0.34494,0.05697,-0.29377,-0.55669,-0.52427,0.07827,3.84439,0.6572,-0.91694,-0.70398,-0.32985,1.01343,-0.37281,0.99656,1.40672,-0.11289,0.87348,2.9853,0.1961,-0.04822,0.59809,-0.06741,0.05045,-1.40065,-0.61545,0.05431,-0.24302,1.58921,-1.0193,1.83992,0.30434,0.34032,-1.29131,2.7906,-0.61722,-0.42379,0.79186,-0.2013,-0.14032,0.2946,-0.90284,1.54375,-1.03121,-0.47318,1.29258,-1.70911,2.24445,-0.0659,0.68478
162,-1.40231,1.25718,1.84373,-2.5783,-0.81635,-1.15693,-0.54086,-1.66101,-0.55275,-0.24713,-0.34094,-0.40314,1.3355,1.16257,0.1902,-0.42725,-0.27885,-0.33217,0.40424,1.57357,-0.3303,3.39816,0.28659,-1.25745,-0.72815,-0.47933,-0.11415,-0.61873,0.91401,0.95078,-0.3094,-0.18679,4.10318,-0.89549,0.71964,2.41047,0.33629,-0.00476,-1.25807,-0.9386,-0.24786,0.21619,0.35622,-0.86859,0.45654,0.15575,-0.50396,0.2427,1.66043,-1.64044,-0.73577,0.96418,0.57721,-0.17604,0.89862,-1.91071,1.83434,-0.86719,-0.39125,0.1381,-0.9753,1.40982,0.50376,1.49751
163,0.18195,0.62574,1.57996,-2.46617,-0.45114,-0.36537,-0.97704,-1.07124,-0.3643,-0.65972,0.41832,-0.5163,1.70978,-0.07233,-1.54058,-1.7222,2.54986,0.3497,0.49883,0.59532,-0.4991,3.11036,0.2502,-0.27545,0.07667,0.69449,-0.50228,0.3408,0.12912,2.01789,-1.06987,-0.14361,3.47601,-1.15665,-0.43947,2.30536,0.96713,-0.28936,-1.47088,-0.84107,-0.66553,0.13255,1.66514,-1.00577,0.84253,-0.53456,-0.72769,1.05145,2.46819,-0.63501,-0.24888,1.66581,-0.0238,-0.18246,2.09505,-1.67015,1.94923,0.13423,0.67548,-0.32324,0.52902,0.97799,0.95946,1.1336
164,1.36003,1.04832,1.01777,-0.78973,-0.9968,0.81896,-0.8637,-1.86095,-0.65176,-0.52916,1.08635,-0.93618,2.68282,-0.98009,-1.80643,-1.50364,2.23988,-1.42521,0.0546,1.645,0.35835,3.57769,-0.70335,-0.15562,-0.15074,-0.13438,-0.90516,-0.38366,0.31333,1.25627,-0.81086,-0.74014,3.06279,-0.97415,0.00507,2.45615,2.10241,-0.61244,-1.7063,0.25967,-1.30225,0.67203,-0.54815,0.0223,0.53958,-0.58813,-0.38914,0.15461,1.2224,0.50081,2.21872,0.30179,0.29495,0.06791,2.00284,-0.05349,1.22213,0.28667,1.4728,0.01494,0.40255,1.906,0.8853,1.50415
165,1.58133,0.13358,1.29936,-1.04007,-0.83181,1.3579,-0.39788,-0.11151,-0.61451,0.0016,1.15332,-1.50594,2.0647,-0.46658,-1.83361,-0.72245,0.13734,-1.01549,0.14396,1.30589,-1.68643,1.72201,0.06505,-1.18364,1.29238,-0.6317,-0.82032,0.26502,0.31624,0.54225,0.01962,-0.02145,1.8815,-2.07855,-0.17476,1.18275,1.13881,-0.37733,-0.84421,0.79717,-1.35177,0.32101,-2.57846,-1.65208,0.56995,-1.21367,-0.24318,0.34737,1.55067,0.28031,2.3593,0.69976,0.176,-0.28765,3.03839,-0.19416,0.92035,-0.42169,2.06831,-0.77375,0.9918,-0.01372,-0.3282,3.01242
166,1.49603,-0.47413,-0.08994,-0.37194,-1.35808,-0.06895,1.16881,-0.85512,-0.10806,0.82533,-0.21251,-0.7101,2.98319,-1.19347,-0.38257,0.20291,0.34823,-0.74313,0.5154,-0.49939,-1.81107,2.92815,0.53404,-0.67527,-0.00405,-0.53494,-0.60541,0.26626,1.91812,0.22442,1.144,-2.00828,1.64882,-0.50671,-1.04393,1.05952,0.69108,-0.68776,0.38587,-0.07801,0.2076,-0.46572,0.14765,-0.6529,0.15455,0.20667,0.94714,0.69162,1.00793,0.40059,1.22188,0.83376,0.03732,-2.07019,2.35826,-0.05548,-0.27634,0.66532,0.22926,-0.67424,0.31172,-0.06896,0.76798,2.44102
167,0.55142,0.1846,-0.66756,-0.03861,0.45745,-1.16526,0.51126,-0.9433,-1.71266,0.10171,0.09467,-1.10055,0.90831,-0.03026,-0.82593,-0.17736,1.0517,-0.16501,1.54098,-0.16153,-1.54608,3.07479,1.56151,-0.86582,0.02265,-0.80346,0.2636,0.23918,2.53047,-0.4204,1.37622,-0.29484,0.15615,-0.09697,0.38798,-0.08126,-1.07246,-0.46912,0.52537,0.27317,0.75438,-0.83926,1.09545,-0.50364,0.07551,-0.30083,-0.2163,0.25715,1.24866,0.22531,1.72758,1.4257,0.16461,-0.89978,1.16354,-0.13092,-0.67223,-0.13132,-0.27992,-0.17271,-1.03932,0.68288,0.5487,1.95098
168,-0.37419,0.18749,-0.62425,0.36778,-0.19318,0.40195,0.3706,-1.54248,0.36355,-0.78195,1.50928,-0.746,1.23896,1.80311,-0.48829,0.12181,0.2054,-0.85621,0.89106,0.2625,-0.6161,2.15394,0.62183,-1.2784,0.21304,-2.14847,1.45898,-0.17366,1.67854,-0.47499,-1.19489,-2.02426,0.85892,0.39093,-0.40295,-0.04422,-0.83914,-0.3548,0.41318,-0.77307,-0.36627,-1.40238,0.34976,0.41484,-0.00454,-0.12942,0.75883,-0.72985,1.72401,-0.72317,1.73752,2.57277,0.72432,0.37396,-0.33747,0.60759,-0.93424,-0.4224,-1.16707,0.97687,-0.74846,0.41611,0.33793,1.97779
169,-0.85175,-0.94357,-1.04927,-1.06643,-0.26306,-0.25264,0.11979,-0.70676,0.22747,-1.73632,-0.04127,0.85848,2.45634,1.39137,-0.60699,0.52692,0.3036,-0.54254,0.00081,-0.70692,-0.28568,3.5943,0.35478,-0.52974,-1.27034,-1.32975,1.78529,-0.92847,0.26754,-0.35567,0.4869,-0.44963,1.53457,0.42285,-0.23844,-0.17719,0.22743,-0.58877,0.51324,0.0895,-0.16204,-1.01308,2.1207,0.44605,0.07465,0.22271,0.99351,-0.23099,0.75252,0.32839,1.48925,1.5286,0.69086,-0.80235,0.25396,0.05539,0.04776,1.303,-0.51577,-0.63352,-1.5596,0.05579,0.25043,2.67941
170,-1.24414,0.18899,-1.26,-1.36948,0.37213,0.7914,-1.01842,0.3115,-0.31289,-1.74002,0.38697,0.47867,-0.41311,1.46044,-0.54848,1.03287,0.46903,1.56609,0.70021,-0.13656,-1.51009,1.565,-0.84979,0.17152,-1.80093,-0.98877,1.56849,-1.11939,0.03457,0.05432,-0.29226,-0.09131,0.41512,0.18907,0.16361,0.32513,-0.0247,-0.00544,0.1613,-0.23544,1.16089,-1.39516,0.09772,0.69511,-1.13196,-0.64621,-1.16319,-0.23819,0.01212,-0.92781,0.42879,-0.43397,-0.41685,-0.11871,-0.70009,-0.56369,-0.81312,0.31266,-0.28557,-0.34708,-0.82736,-0.20057,-0.61885,0.20399
171,-0.09682,0.25024,-0.73519,-0.80815,-0.55733,0.35319,-0.68603,0.66106,-1.21179,-0.90907,-0.25912,-0.08715,-0.48252,1.82914,-0.32149,0.79008,0.87002,1.04735,0.83413,-1.00201,-2.09717,2.16164,0.40256,-0.22955,-1.8477,-0.3763,2.25202,-0.20114,1.45513,0.59545,0.68035,-0.68365,1.09796,-1.38366,-0.31763,0.05371,-1.04005,0.34853,0.78876,-1.04336,-0.27194,-1.86027,-1.44847,-0.47915,-0.85645,-1.14765,0.67619,0.53619,1.16926,-1.49764,-0.15293,-1.05752,-0.68084,-0.38562,-2.03589,0.15416,-0.12226,1.07798,-0.20584,0.63095,-0.38384,-0.78423,0.52875,-0.22229
172,1.28491,-0.48754,-0.35503,-0.22949,0.98894,0.35062,-1.90107,-1.21494,-0.54569,-0.97609,0.01669,1.25446,-0.55077,1.82107,-1.19656,0.12775,0.07667,1.45837,1.41655,-0.6026,-0.28438,1.58771,0.01842,0.01777,-1.15718,-0.15544,2.96958,0.71261,1.31348,-0.38573,1.17092,-0.57889,-0.77122,0.07062,-0.28819,-1.745,-0.36401,0.94316,-0.3596,-1.19523,0.09285,-0.62702,-2.60696,0.3383,1.48967,0.72767,1.01944,1.65454,-0.5727,-0.61643,-0.94518,-0.38643,-1.02049,-1.50478,0.41048,-0.50848,-0.50017,0.62802,0.12193,0.63823,-0.34867,0.81163,0.25319,-0.73282
173,1.4164,-0.42486,-0.71707,-1.16228,-0.17905,-0.62261,-1.058,-1.28241,-0.13784,-0.74115,-0.50664,1.03267,0.04973,1.1495,-0.43306,-1.5483,-1.67318,2.43103,-0.41078,-0.02773,0.16447,1.435,1.47902,0.51643,-0.77369,-0.41616,1.1242,0.44151,0.03217,0.56658,1.20304,-0.68525,-1.0112,-0.73677,0.07767,-0.54087,-0.00495,-0.13148,1.37282,-1.21606,0.69741,-0.17738,-1.69773,0.74994,1.6365,-0.18272,0.57216,0.86805,-0.56104,-1.38926,0.5565,1.41305,0.02158,-1.54685,-0.85864,-0.36859,-0.54305,0.2781,-1.21873,0.71494,-0.22004,1.00088,0.48779,-0.64399
174,1.34467,0.18382,-0.40036,-1.2924,0.66669,0.39898,-0.0562,-1.02085,-0.32303,-0.36884,0.32687,-0.44822,1.13857,1.18434,-0.4034,-0.18213,-0.9554,1.18487,1.25274,0.40898,2.02844,1.2663,1.61108,0.40242,-0.01556,0.15666,-1.09813,0.13605,0.24956,0.2018,2.75001,-0.27142,-0.77269,0.63835,-0.6786,0.97564,-0.11888,1.381,1.02992,0.13589,1.19004,1.14416,0.28478,-1.08382,1.88071,-0.06524,-0.39265,0.47477,-0.37561,-0.7361,0.02541,1.201,0.03094,-0.07292,-1.96147,0.79204,0.57655,0.25605,0.48099,-0.53146,0.09967,-0.96203,1.70595,0.53453
175,-0.96093,-0.68323,0.44971,-0.20528,1.07203,1.05772,0.52129,-0.35519,-0.01061,0.35141,-0.15274,-0.09759,1.86599,0.1158,-0.67497,-0.06298,-0.12134,0.75097,0.98508,-0.41638,2.09982,2.55902,1.23011,0.56877,1.29898,-0.40715,-2.65271,-0.2201,1.17611,2.15605,0.40257,-0.54077,0.62183,0.69463,0.25077,-0.17995,-0.18421,2.79162,1.03146,-0.21226,0.1471,0.83633,-1.20563,-1.53731,0.1924,-0.35908,0.5209,0.06031,1.64428,-1.21177,-0.41136,1.33276,0.94924,0.36041,1.17196,-0.41291,0.09558,-0.75399,-0.21633,-1.12256,-0.8986,-1.71621,-0.05605,2.54667
176,-0.72817,0.51382,0.79116,-0.77765,0.38557,1.02179,1.18768,-0.65718,-0.41232,0.9181,-1.80451,0.15245,0.84302,0.89438,0.04241,2.11252,0.49847,0.75454,-0.56567,0.14501,0.43833,2.26956,0.83704,0.13875,0.34167,-0.82839,-1.82895,-0.08121,1.11396,2.20104,-1.19419,0.48023,2.19615,1.69726,0.25776,-0.53578,-0.39024,1.89628,0.55281,-0.56659,0.85776,0.48212,-0.29023,0.36856,1.42079,0.96921,-0.9588,0.53642,0.90908,-0.94023,0.6181,0.52209,0.86178,-0.95016,1.81491,0.80876,0.31228,-1.8236,0.10959,0.58261,-0.6453,-0.65395,-0.23444,3.44486
177,-1.93505,0.71815,1.27059,-0.59237,-0.87602,0.83617,0.05753,0.67043,-0.66697,0.57426,-0.02216,1.5331,1.22476,0.71287,-0.51239,1.19399,0.13498,0.08138,-0.2801,-0.22309,-0.27209,2.16547,0.09299,1.01491,0.77432,-0.18008,-2.45499,-0.49658,0.07827,-0.49385,-1.75122,0.73161,2.3377,0.51273,1.65524,-0.03607,-1.71241,0.50942,0.74726,0.06905,-1.07256,1.84136,-0.77836,1.26065,1.18908,0.42128,-1.68947,0.87238,1.23095,0.56456,1.24249,-0.81755,0.24818,-0.61679,2.18725,0.93301,-0.25532,-1.07974,0.15205,0.30316,-0.07519,-0.19025,-1.38701,2.44923
178,0.0769,0.14814,0.6831,0.23387,-0.9533,-0.26253,-0.2836,1.5105,0.47961,1.22496,2.00502,0.01222,2.14228,2.01711,-0.02273,-0.72668,0.06399,-0.74578,-1.45273,-0.03429,-0.35498,1.40322,0.78669,0.25601,1.05484,-0.16491,-2.50745,1.14188,0.08479,0.06605,-1.87288,-1.35091,1.35946,0.47438,0.9154,0.54965,-1.76742,-0.91655,-0.1535,-0.14709,-0.35965,1.36739,0.0396,0.7986,1.23215,0.80367,-2.22686,0.39669,1.85914,0.40248,0.00453,0.51788,-0.28512,-0.6459,1.69528,-0.09535,-0.30128,-0.54255,1.46496,0.38902,-0.11981,-0.72344,-0.21594,3.49776
179,-1.29928,0.52812,1.47086,0.75088,-1.24197,0.19789,0.66363,0.33955,-1.46395,0.8873,0.08057,1.23776,2.31401,2.17535,0.04099,0.0197,1.25879,0.45358,-0.40551,0.22774,-0.85257,1.50039,0.31286,0.71892,0.7189,0.12813,-0.92566,-0.68092,1.03092,-0.18134,-1.96513,-0.69313,0.44939,-2.06062,1.22398,0.24331,-0.61743,-0.58909,0.68161,-1.03499,-0.12423,0.1335,0.84151,-0.17943,1.55846,1.82127,0.49453,-0.15242,0.52685,-1.49053,-0.66224,-0.03395,1.75983,-0.30701,1.94944,0.11041,0.0764,0.87814,-0.94253,-0.75825,-0.60807,-0.51673,-1.22372,3.64744
180,-0.66484,-0.58577,0.60873,-0.66033,-0.15384,0.03857,-0.65774,0.2734,-1.40267,0.1109,-0.61676,1.70951,2.99273,1.69607,-1.09789,-0.86869,1.37418,-0.0264,-0.92459,-1.04883,0.3508,-0.09456,0.71964,0.2173,0.6577,1.34824,-0.50546,-1.55981,2.33686,2.0211,-0.91281,0.3405,0.18883,0.10652,2.62206,3.01722,-0.97336,0.45348,-0.71566,-0.59447,0.55923,0.27682,0.3226,0.5013,1.18961,1.487,-0.54722,0.14275,0.46514,-0.83171,-1.20641,-0.3696,0.39968,0.57105,2.73416,-0.36796,-1.00143,0.7693,-0.1876,0.08683,0.00923,-0.79319,-0.15752,3.3751
181,-1.54466,0.55216,0.39066,-0.78905,-1.39717,-0.10002,-1.24999,0.38783,-1.32798,0.73574,-2.10844,1.65092,3.01489,0.22515,-0.59747,1.08115,1.77354,-0.68923,-1.28692,-0.11308,0.53721,0.71729,0.99295,1.05561,1.45612,0.50151,-1.81251,0.29914,0.61474,2.11833,-0.21566,-0.02931,1.4181,-1.54111,2.89108,1.87795,0.68898,0.90046,0.66753,-0.20567,0.70557,0.78114,0.15898,0.54015,0.30669,2.52091,-0.70326,-0.13953,0.65819,0.65471,-0.45871,1.05091,-0.34526,-0.75146,1.45837,-1.60474,-0.19321,1.72005,-0.43007,-0.95092,0.24194,-1.23859,-1.10894,1.93622
182,-0.52205,0.96952,0.99028,-1.73492,0.75607,-0.84262,-0.80557,-0.68263,-0.81221,0.30064,-2.18584,1.55377,2.86991,1.13995,-0.95463,0.49775,2.7327,-0.47111,-1.21238,0.75892,1.22631,0.80241,1.11657,1.79022,0.50787,0.57455,-2.17802,-0.4417,0.86622,2.14223,-0.29621,-1.44995,0.14197,0.61994,0.84466,0.88489,1.62857,-0.50139,1.26941,0.19195,0.54663,0.71999,-0.7165,0.75304,0.59047,0.20455,-0.39829,-1.56508,0.96626,1.16159,0.52044,1.29191,1.32952,-2.42007,1.4441,-0.62754,-0.88624,1.18134,-0.49289,-1.21386,-0.52915,-0.42012,1.01848,1.92279
183,-0.44606,1.80123,1.42,-2.32931,1.86563,1.246,-0.13079,-1.5004,-0.70656,0.829,-2.34917,1.29165,3.90244,-0.55811,-0.30096,-0.49297,-0.20027,-0.97924,-1.97432,1.00828,0.77208,0.58589,-0.34636,2.19065,0.66907,0.62005,-1.32714,2.08246,0.68408,1.05466,0.08139,-0.05258,1.4938,0.12892,0.38659,2.19688,0.98786,-1.30254,0.97078,-0.75784,0.97889,0.56735,-0.85293,1.09451,-0.79956,-0.41662,-1.55017,-0.41991,1.15435,0.65926,1.06971,1.99433,0.09758,-0.35834,0.59545,-0.22801,0.00832,1.75983,-1.61203,-2.11133,-0.77237,-1.06192,-0.0565,1.84786
184,-0.6221,1.4162,1.2576,-0.405,0.50734,1.93969,-0.13126,-1.83316,0.19417,1.19389,0.22141,0.64436,1.41654,-1.0312,1.21032,-0.47108,0.47851,0.85697,-1.51248,0.14982,1.71414,0.65299,-0.13324,1.10932,1.54051,0.13134,-0.50975,1.3616,1.22586,-0.23258,-1.07324,0.21074,1.83013,0.46224,0.02381,0.3083,0.3705,-1.84334,-0.23316,-0.11598,0.20612,0.42362,1.24269,2.14627,-1.18197,0.60428,-0.27817,-0.76386,0.9708,0.92197,0.99012,1.46732,0.06979,1.00437,1.14994,0.52214,0.4538,1.87981,0.08813,-0.79642,0.00113,-1.16366,-0.71888,1.78765
185,0.30011,1.07564,1.30097,-0.34473,0.70702,1.49089,0.859,-1.12629,0.40245,-0.47059,-1.42223,-0.16062,1.09302,0.03129,0.30023,-0.20445,1.36314,0.9242,-1.17014,-0.54693,0.05699,1.45355,-0.86851,-0.82774,1.14568,0.71994,-0.96672,1.56447,0.4121,-0.03285,-0.48417,0.15223,1.87583,-0.44398,-0.28778,1.31953,0.46888,0.22685,1.383,-0.38379,-0.34239,0.80393,-0.41315,0.60886,-1.1151,-0.55737,-1.72247,-0.13229,1.46881,1.04252,1.08229,0.60873,1.15943,1.13875,2.01565,0.72563,1.07833,1.43906,-0.83759,0.28476,2.4481,-0.05892,0.00294,0.84708
186,-0.81388,0.55347,0.595,0.07478,-0.16558,1.04959,0.25053,-0.72138,-0.02607,-0.31555,-0.04113,-1.0799,1.53009,-0.02588,-0.3303,-0.48095,1.25046,-0.85909,-0.60131,-1.36003,0.66461,1.91421,-1.08316,-1.97874,-1.0205,0.39791,-0.85207,2.16678,-0.92116,0.37648,0.58483,-0.35768,2.56074,-2e-05,-1.00327,0.96454,0.4996,-0.14852,-0.0136,-0.02309,-0.8085,0.63443,0.61429,0.63743,0.26338,-0.79066,-1.16511,-0.86275,1.42986,-0.45981,-1.09023,-0.55364,1.02471,1.40568,0.69803,-0.60581,0.61357,1.12111,0.86742,-0.60887,1.29827,-1.08433,0.39089,2.38465
187,-1.15585,0.42062,-0.67542,-2.55792,0.20931,-0.13507,-0.42551,-2.2881,-0.309,0.43001,-0.32105,-1.35635,0.85792,0.33679,0.25983,0.30036,0.66889,1.18498,-0.59541,-1.25906,1.25717,0.89549,-0.99381,-2.19438,-1.43502,1.84628,-0.94497,0.37389,-1.28802,0.66242,0.51631,-2.3628,1.71312,0.27509,-0.06567,-0.84367,0.69412,1.07335,-0.16452,0.89806,-0.05358,1.0447,-0.56951,0.0893,0.24898,0.27875,-1.24331,0.11104,1.57453,-0.15315,-0.73576,-0.49713,0.6679,0.02574,1.85603,-1.42461,0.18706,-1.18097,1.0527,-1.43603,0.78406,-1.41745,-0.53491,3.00076
188,-1.84566,-0.79859,-1.19034,-0.95063,-0.16856,-0.39356,-1.15741,-1.7862,0.58303,-1.08241,-0.62214,-1.1307,-0.25128,-0.80633,-0.17953,1.23598,0.57613,0.77647,-0.9054,-1.07625,-0.83299,1.6413,-0.4512,-2.34507,-0.04375,1.67745,-0.40534,-0.51619,-0.30623,0.11821,1.53521,-1.86251,2.20727,0.70406,0.02499,0.00373,1.04837,0.79249,0.95193,-1.05538,-0.85072,1.42194,-1.50861,0.59512,0.80529,-0.82174,-1.40824,-0.43465,1.87004,-0.39589,-0.33339,-0.07699,0.83369,-0.0922,1.64608,-1.27068,1.38024,-1.55402,1.11258,-0.86047,1.40933,-1.8229,-0.23135,1.03227
189,-1.27586,-2.26678,0.26601,0.21335,0.90985,0.13583,-0.52545,0.13151,-0.42682,-1.55769,-0.52555,-0.33479,-0.4303,0.40675,0.51217,2.21363,-0.01086,2.19596,-1.55843,0.11842,-0.47879,1.42655,0.70873,-1.69296,-0.95007,1.87852,0.38545,0.53513,-0.97646,0.02661,-0.74921,-1.75463,1.32804,0.37459,0.53936,0.18816,0.94448,0.13069,0.59762,-1.6705,-1.88409,1.47522,-0.41123,-0.41233,0.03944,0.31731,-0.658,-1.60208,3.18741,0.22855,0.14431,0.58433,1.17474,-0.21857,4.24689,0.72474,2.4689,-1.32041,-0.60929,-0.51296,1.07321,-1.91477,0.28386,0.50656
190,-2.03444,-2.14077,1.08951,0.0704,1.40486,-0.58934,-0.919,-0.16464,0.2773,-0.6269,1.4681,0.11855,-0.26125,-0.40125,0.73405,1.61298,0.14569,1.26392,0.00577,0.93385,-0.79514,-0.21805,2.28654,-1.20043,-0.13958,2.19999,-0.37085,1.12256,0.60889,-0.05315,-0.25568,-2.44801,-0.60723,-1.60055,1.08447,-1.03954,1.1249,-0.2406,-1.21053,-0.52774,-1.60281,1.36934,-1.28382,0.44038,-0.5543,0.54205,-2.01486,-0.9873,2.82931,-0.09599,1.13317,-0.78068,0.2551,-0.06503,1.40507,0.45131,1.6306,-0.53708,0.60204,0.3333,-0.52599,-0.90066,0.89862,-0.84883
191,-2.10505,-0.30128,1.93134,-0.49628,0.07334,0.8409,-1.51975,-0.28322,-0.16596,-1.08813,1.05603,-0.78475,0.14094,-0.2435,-1.11159,0.24985,0.85215,2.5944,0.83358,0.67824,-0.68825,-0.0932,1.5496,-1.17344,-0.29128,2.13823,-0.81746,0.68821,0.191,-1.22145,-0.3534,-1.36049,1.72161,-1.61584,1.11307,-0.92568,0.85059,-0.56308,-0.38302,-0.55659,0.67662,1.47787,-0.28366,-0.02368,-1.87609,1.00295,-1.90036,-2.33865,1.33388,0.43325,0.75582,0.91171,0.50416,0.22965,-0.02511,-0.42425,0.85543,0.17739,0.44396,0.79409,-2.20677,-1.63298,-0.67625,0.40955
192,-0.8519,-0.21534,1.34535,-0.53791,-0.06761,0.4246,-1.85942,-0.01624,-0.35726,-1.88914,-0.20907,-0.33688,0.18468,1.64959,-0.86968,-0.08776,1.5171,2.44432,1.81451,-0.30554,0.53928,0.01876,0.86863,-1.90718,-0.37807,0.94507,0.24689,0.05331,0.62044,-1.26023,-1.20985,0.78359,1.93585,-1.1652,1.94097,0.13684,-0.7597,0.31522,0.33969,-0.16376,1.86488,0.64338,-1.20864,-0.60027,-1.33938,-0.21668,-1.32715,-1.60303,0.98727,0.63541,0.35129,1.14652,0.07226,2.00249,-1.22079,-1.22464,0.52761,-1.06324,-0.37927,1.46612,-1.66819,0.50942,-0.38815,-0.21066
